901,77
902,77
903,75
904,72
905,68
906,69
907,59
908,62
909,90
910,134
911,19
912,64
913,21
914,19
915,29
916,24
917,21
918,85
919,14
920,89
921,15
922,12
923,16
924,60
925,128
926,11
927,47
928,33
929,11
930,68
931,21
932,14
933,11
934,12
935,24
936,97
937,9
938,18
939,8
940,69
941,14
942,18
943,14
944,30
945,92
946,15
947,14
948,29
949,17
950,268
951,13
952,41
953,13
954,60
955,21
956,14
957,13
958,13
959,13
960,200
961,5
962,9
963,37
964,10
965,22
966,31
967,14
968,23
969,19
970,61
971,15
972,102
973,17
974,14
975,265
976,22
977,15
978,15
979,16
980,124
981,41
982,24
983,20
984,52
985,32
986,22
987,24
988,31
989,20
990,176
991,50
992,64
993,52
994,68
995,63
996,73
997,59
998,65
999,75
